frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-choroid-plexus	non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
0	30	11.8797	6.89527	6.59493	11.40424	22.91419	6.42762	20.13806	4.0997	1.48188	7.25543	17.30171	4.07548	1.74895	5.71156	91.83837	1.30724	17.58054	7.608	18.99448	7.59148	11.76036	7.12823	8.32565	11.25264	1.7126	11.74648	1.08385	0.74902	2.57483	11.85191	0.25151	1.89669	1.10142	29.35802	3.18872	3.74443	14.6897	13.04758	17.6428	4.88043	23.13545	11.90209	11.95723	11.63661	22.28757	35.52895	12.34064	11.05809	8.98684	10.10032	7.00426	29.38881	25.69527	6.39369	35.20895	22.27053	22.57522	5.3403	28.37516	8.81453	31.26769	10.91194	12.81621	11.08884	14.40537	14.73298	14.8384	1.75448	8.2828	10.99937	24.45778	2.83364	13.52784	11.87874	17.0417	12.4325	19.79607	7.57301	14.48371	11.01691	14.41219	27.2563	9.02035	29.88575	20.45678	29.89028	11.7537	13.1292	9.64124	15.37833	8.55211	20.33607	36.89224	14.12497	13.62489	2.83764	12.72277	13.74938	10.37278	14.27836	11.53731	6.33445	12.26176	39.16174	31.12217	10.73058	14.20612	6.16802	21.90222	11.10506	9.84768	10.76863	8.9302	9.53516	11.53309	14.5573	4.85118	11.18505	7.05695	13.77846	10.88615	1.89358	40.45355	6.71812	14.42721	10.99203	11.02045	22.53808	26.52877	11.25455	16.47534	21.60144	12.49068	17.7567	12.69443	0.15913	13.57369	12.88386	16.99062	5.93437	10.77906	11.55498	14.6138	16.11878	23.06746	9.78411	10.67447	4.3435	12.78867	24.8261	12.27135	27.16015	30.09445	43.42322	7.50608	12.77525	15.63279	21.15053	15.91634	10.89019	10.11809	8.47378	11.16559	2.78482	9.85083	14.77779	9.40714	27.48639	16.64223	6.63989	11.9485	12.45014	12.49865	15.52961	11.20025
30	60	453.17355	694.4313	460.66163	609.88	741.90282	607.11492	761.70145	529.55631	668.12615	428.90007	564.87832	926.74391	569.80646	1180.03733	550.53392	715.63687	564.76469	432.63459	774.70633	429.33137	615.40353	821.95697	686.64349	718.2496	487.23658	841.09145	817.70788	772.83813	788.67151	524.87893	121.03011	2038.09948	603.06055	454.7187	265.84847	405.8566	1121.25958	733.01904	760.16632	760.11173	961.43085	300.60728	805.49877	823.61516	555.07191	976.10669	673.42061	773.81894	998.4777	696.1856	551.56164	550.94974	1050.65432	1054.88638	451.05445	814.08178	918.25706	756.74943	955.47059	795.92444	888.43851	837.75021	735.20224	878.49099	778.24325	665.89927	806.04482	619.1304	482.25486	896.62796	948.65047	904.9903	783.27186	908.8631	1056.88345	354.64776	724.71144	755.72435	609.52927	885.47134	723.49993	663.42394	956.74994	804.80276	509.32165	668.0237	895.3151	935.11935	445.47271	854.98379	899.30506	799.48637	886.52056	763.30874	887.85603	950.16874	774.59092	889.60767	737.92209	730.53123	896.15488	550.07212	439.91261	1060.46413	926.74999	458.90973	364.88036	502.25825	877.63147	258.82936	578.42835	601.85279	537.87748	736.33356	600.84866	624.71252	888.81536	622.81542	424.82704	527.52301	689.49285	792.36141	624.84162	693.78035	700.70957	649.06719	473.83171	653.0016	625.42884	576.85687	573.10875	662.12786	638.36794	552.22447	591.43144	792.27271	556.58359	593.28788	619.33446	569.834	505.79073	573.80543	929.16139	312.18794	491.10814	612.38728	484.59723	526.33816	630.76857	541.35809	750.04447	715.7211	430.73667	681.42847	614.81193	697.28842	605.13524	660.26178	662.8073	604.98717	537.462	535.11029	585.81233	630.93978	622.47779	658.85521	488.53766	536.57193	615.17035	680.58841	278.62767	641.55885	622.85279	368.46242	437.6722
60	90	3882.00472	5356.08427	4217.16297	5255.33464	5750.67719	6104.96323	6529.82315	4499.22932	5312.94001	3093.97521	4687.42681	5681.58404	5362.80477	6143.75749	7934.75696	5398.38277	4841.73029	3642.75741	3992.7643	4255.32606	5413.21808	5496.67472	4781.67254	6636.25591	4587.05971	5267.01956	3907.38198	5794.25828	5315.70819	4770.64854	2933.43799	8069.46743	3077.52723	4242.67146	3716.60187	2931.4409	4929.23184	5411.3445	4920.09299	5737.37338	7119.83276	4569.34973	5297.52609	5519.97881	4932.2641	5154.36415	5203.27595	4878.78139	6333.12811	5801.25392	4487.55239	4757.51409	5951.35141	6813.27397	3894.19606	5612.28804	6932.38932	5437.04616	6110.96415	5426.44462	6388.11625	5960.0914	5549.96617	5787.65319	5029.2675	5162.0321	5791.21741	4692.60553	4098.11162	5645.25191	6728.22002	5418.31126	4881.99437	6345.90102	7177.65474	4130.62948	5306.27054	5339.25591	4838.50565	5642.40618	5274.68723	5110.45596	6196.83696	5636.07458	4785.67938	4717.16676	6185.87795	6890.79094	4176.57879	5998.04193	6939.44138	5563.14343	6110.07628	5446.92974	6241.48187	6473.06082	5516.52685	5904.54746	5206.73314	5567.60171	5805.68784	4136.59333	3313.16883	7128.40252	6855.68278	3697.69802	3178.48709	3717.74342	6267.01367	3409.66677	4075.32328	4376.53207	4000.74432	3778.65026	5062.29776	4691.86137	5692.49097	5252.14685	3831.16965	4235.18023	4183.91538	5703.95628	5576.83422	5253.51894	5376.91378	4771.21047	3651.09675	4164.14124	4597.97658	4079.64981	4560.81754	4488.79374	3924.66554	4186.80481	4290.1916	6563.19663	3202.53783	4519.55572	5342.8849	3648.33828	3362.45175	4242.86369	6555.29684	3375.92731	4223.27599	4246.23332	4145.57552	3843.92175	4883.93091	4643.42718	5584.11684	4783.98328	3757.73685	4723.60456	4250.21476	5300.468	5850.87254	5690.66813	5533.32223	4911.43056	3899.63409	4035.54028	4509.83933	4115.74665	4877.36359	4585.33441	3813.89769	4599.29809	4126.56228	6037.06189	3014.22844	5331.41258	4924.61588	3132.09526	3115.01174
90	120	14872.21618	18277.62397	15990.37322	20115.06151	22593.33729	19351.61142	25295.24095	15053.57511	18030.14046	13913.66734	17030.84914	19947.03582	15687.31849	24477.51952	22020.79788	19049.19532	18111.40989	13694.21139	15122.19537	15269.81987	20394.60622	21289.3111	19949.71704	24873.89656	16057.79255	18431.74845	16595.42608	22432.27046	17312.42677	19171.34582	10835.89941	17557.07913	11225.20635	14155.05409	11476.43932	9350.00535	16036.61945	20564.27367	18042.50601	21721.18965	26557.76311	16356.6306	20691.02803	20352.18956	18489.15379	20398.12455	19802.52831	18312.3232	23855.91126	21965.32824	18033.65595	17972.1125	21922.41196	23197.64374	14230.86595	20704.43795	26041.64251	20881.34706	21353.99729	20398.88654	23049.61742	23678.49565	20578.21266	21343.88453	19678.73449	18852.39038	20862.46886	16618.34298	15560.21753	22073.38823	22611.48579	21058.98519	18966.78164	23518.43906	27446.82544	13229.22338	19920.19956	19753.66063	18350.39084	20571.58558	19951.06122	19562.41342	22588.85769	20555.86455	18763.28092	16898.38107	22746.06135	23741.99701	16283.34603	21523.663	25256.19793	21017.56523	20945.97028	20578.92558	23334.02568	23164.76126	20998.87091	22364.50302	19507.72328	19372.03098	21430.06866	17261.5653	12134.6942	23491.0409	22558.45141	13865.84395	10993.24312	13318.56843	23215.13309	12289.09465	17523.00456	15889.72153	15678.75752	14078.78247	18908.24218	17549.79188	22315.68535	18593.98593	15290.44146	16416.21058	16009.7306	19262.84676	21834.89323	20083.54957	19733.30205	18545.62333	12532.3315	15344.57446	16535.48545	15419.22317	16805.06589	16007.12509	14970.18767	16452.4937	16251.40545	22681.92747	12081.70412	18246.39212	18787.88687	14817.22268	12299.28349	14746.56035	24311.22563	10705.29138	16285.79983	15770.366	15789.2951	14290.0405	18008.78289	17553.98217	20048.51582	16888.09122	15067.40378	15996.10443	16859.43552	17783.7076	21273.2835	18701.82187	19184.49541	18134.6118	13349.334	14733.66255	16486.08819	14167.90007	17341.4264	16838.90023	14418.49369	16286.72174	15156.2305	22285.41549	9394.69724	17233.43688	18044.39561	10918.7113	10761.32853
120	150	20003.04935	21365.44462	22501.06845	28421.55201	29726.72506	28910.87881	33587.24078	20692.08111	25890.15555	17700.38641	22895.55459	23093.25413	21382.13466	30982.49788	30727.68564	23488.44029	22980.95113	18657.11111	21989.41679	21748.26699	28588.7056	28898.41108	28022.34268	34914.44605	23458.96142	23385.22236	20402.82411	31300.63693	23172.34449	26052.87279	13595.17285	21977.80514	14120.77789	17848.59548	15146.34446	11266.26684	16080.88495	26088.42281	24625.25424	29617.88364	34117.75948	21630.4666	27366.31049	27866.43331	26582.65522	25797.15273	25405.30381	25200.9683	30353.72318	28085.88952	24437.11717	23870.19321	29822.46551	30324.13383	18376.47098	27831.74532	35144.80529	28399.00379	27223.30671	27954.38698	31761.72541	30012.85996	28107.30742	28814.10398	26837.97316	25609.78649	27972.68661	20818.38272	20763.10684	30088.85144	28613.19804	28476.65371	23406.03051	31955.27266	35302.75593	20941.37601	27145.0078	26974.82484	25372.74198	26580.79691	26590.47886	26954.91988	29950.466	26205.4661	25229.02728	22859.99831	30662.8167	31149.74145	21190.833	28769.46345	34159.99003	28514.87352	29004.15403	27931.6326	32129.67445	27750.88711	28988.39516	29714.23532	27094.27685	25691.72001	28308.96506	20707.17758	18758.8182	30810.20853	28593.21358	18719.46516	15175.14956	18723.74134	31461.49403	15710.64538	23497.32832	22156.90668	23193.89176	18558.2463	25944.88114	25323.73315	29294.85916	24893.93311	21251.38881	21249.16005	21812.59492	25646.33655	28587.26269	26583.2966	27089.7969	25246.17828	16243.78071	21308.45658	22793.78964	18974.2809	22906.53278	21855.23311	20696.15325	22248.47465	21573.26456	30186.90986	18185.64126	25255.44826	25070.84868	20007.16782	15820.57471	20733.85726	31892.97697	16833.51833	22300.35646	20949.64031	21986.44645	19512.95512	24959.45258	24660.33749	27061.16923	22679.09161	21134.21157	22649.93736	22732.11493	24966.00404	29157.37784	25238.7294	25916.23962	24930.09744	18034.30246	20600.45795	23178.40634	18211.32582	24659.44017	22493.29772	20144.0141	21689.66194	20743.48557	28566.18727	15592.70133	22652.79964	23862.95488	14389.98413	14689.68991
150	180	20852.84793	25001.27314	24523.0158	30448.49505	32378.27369	31400.0149	38236.80688	23898.09665	26273.96932	20276.17037	24937.47741	25152.83502	27141.88026	32904.24148	32933.77537	23903.48205	26521.69593	19934.15148	22735.30672	22875.36683	30657.26992	31908.55811	30646.51623	37969.46756	25313.74082	25289.29566	20293.01376	31875.05453	23734.73614	25890.27192	14795.3125	21553.63336	12557.77783	19048.2981	15777.02692	11830.70614	17459.93506	29389.25898	27320.57596	31673.73998	36454.28382	24479.32205	29157.95067	30126.57471	28054.36072	26748.96301	27165.98439	26145.47105	32231.08235	30488.06503	26490.80535	25024.27224	31875.07679	32269.47397	19182.21687	29437.69171	38598.74906	30812.59841	29197.0508	29962.71182	34266.43471	32094.0778	30245.50226	31192.39299	29177.77725	26820.57004	30401.94253	20630.64593	23300.04936	32376.8395	29607.31641	29953.66451	25950.36244	34543.79491	38121.90655	21385.33008	29537.10779	29623.28708	27535.01988	27478.74358	28518.89109	28947.65147	31817.73503	28862.15308	27415.85864	23818.96439	32926.2049	33232.57456	22136.61046	31186.70955	36027.76386	30771.48957	30959.63727	30392.51427	34184.52963	31613.54627	30769.60265	32245.29127	29800.81034	27655.78646	31272.11131	21901.6999	21711.04868	31886.13741	29976.41371	20305.88412	16678.98117	19787.96263	34703.7769	18381.69919	26113.8861	23866.73639	23986.01517	18496.8002	27900.23912	26962.92802	31720.73353	27498.97286	22268.97436	23458.58873	23460.29679	28171.34559	29361.20782	27718.00238	28703.84231	28330.51678	17422.09271	22532.11253	24934.31249	19365.74074	24735.87252	24032.14892	22239.92543	23493.89028	24048.19399	32314.82221	17479.64002	26770.00224	26829.83997	21405.59085	16806.38797	22263.65477	34659.43301	16716.56088	24445.56445	23072.59298	24459.08113	19307.77825	26002.93072	26280.70866	29403.10297	24058.61824	22540.54213	23460.87653	23908.98138	25350.87357	32132.79453	28379.09417	27799.16053	27228.70907	19236.72205	22841.32829	24546.62308	20400.61941	26569.26992	24345.49803	22359.95283	23817.47426	22202.41921	31950.73142	18535.584	23344.67784	25308.80065	15493.74545	15519.70019
180	240	21268.68665	25327.50439	25514.30076	31649.60512	33914.27439	31801.05857	37092.60308	24826.34487	30011.74737	22024.64572	25314.50356	25476.50388	25083.46185	33701.02689	33475.46375	25960.93997	25589.40853	20283.89185	23668.96382	23806.94324	31681.86787	32206.1897	32344.45376	38422.3537	26830.88537	25617.32863	24402.6948	35696.12538	24858.38039	27401.44389	14531.96387	18516.7127	13601.52753	19937.4744	15560.80218	11870.0043	17893.84851	29424.85287	26139.43696	32220.74413	36153.73671	28302.66725	29609.43189	30711.52595	29447.81881	27244.01457	27698.05857	26751.91228	32804.8899	30950.33462	27293.6102	25553.95695	32392.9608	32802.19943	19842.77906	30467.10898	37927.71074	31029.64403	30310.04227	30475.59881	34266.08371	31837.68236	30580.89305	31539.38835	29778.361	27474.53929	30552.74057	21429.41362	22660.45888	31447.96253	30765.84086	31972.85118	26120.23422	33932.72243	37727.51759	23009.76206	29482.52894	30169.73867	28481.75685	27583.74048	29627.45503	28493.2494	32034.41633	29595.51341	28712.87606	25683.05171	33274.74219	33767.64778	22907.4534	31587.3866	36785.282	30701.82641	31186.67734	30758.80097	34457.59385	31444.44832	31131.86918	32714.07636	30064.40288	28747.1731	31765.99067	22545.7341	19542.78328	32549.19765	31321.39417	20685.0476	16513.05939	20693.80931	35528.51927	18877.16864	26515.56943	24499.00974	25321.63296	19158.18449	28535.28145	28888.49755	32324.38425	27795.33371	23971.52148	22405.60524	24973.75636	29053.50617	31117.68258	30064.55733	29742.1185	28309.92189	18059.52386	23378.90436	25429.80088	20375.90636	25713.20148	24673.00387	23207.05244	24264.84377	24076.49933	31620.35528	19253.03052	26499.32348	27744.85544	22781.33027	17757.58999	22578.70699	34292.60847	17776.30487	25043.43285	24057.99323	25219.733	19946.89967	27466.71897	27220.21839	29474.82529	25097.6804	23391.54474	24606.63109	25118.69903	26483.07637	33291.07097	28423.54522	28225.92117	27232.97948	19678.80046	23244.07508	24775.21985	20198.62304	26911.97433	25110.1612	22467.222	24629.72994	23176.12657	31534.17567	16393.65045	24994.61536	26879.80669	16303.5563	16458.43533
240	300	20149.09999	24142.27882	24697.36427	31101.67499	32792.67128	30594.39511	37595.70188	25483.69663	28701.73793	20967.60979	24599.5289	25216.4897	26110.07986	33896.65968	31639.48968	25258.75748	24240.28847	19567.82582	22758.04293	23244.58531	30949.29326	32763.80201	31482.14379	37443.34694	26653.01164	24856.56307	22203.29462	33617.9501	25478.82479	27522.87381	15447.77832	18109.30965	12552.30828	17989.16945	15368.79028	11922.38166	17703.93509	28780.61457	26005.97281	30715.14287	34637.1531	27392.26743	28389.44817	29971.98999	28605.61965	26156.36533	26929.19985	25719.5778	31487.13833	30439.64853	27090.03201	24970.98656	31031.31661	31469.72106	19444.25546	28894.95023	35972.08385	30226.67776	29215.06392	29704.73713	32976.88927	31928.82001	29676.34853	30372.16689	28953.81015	27128.23049	29594.12789	20307.26872	22413.92756	30800.67279	29759.70106	31030.15181	24833.76425	32845.11398	35802.66732	22114.84787	29551.32159	29294.14091	28097.78609	25957.24758	28568.26387	27291.22114	31174.35384	28486.03571	27802.28982	24064.91606	32702.47058	31657.94915	21692.33378	30423.35755	34844.48162	29690.09758	30384.27577	29681.50924	32857.65244	31122.67638	29919.87188	31607.70031	29355.35316	27913.98013	30494.40576	21478.98866	19911.831	30737.48265	29919.65789	20809.72895	16701.32512	20103.04848	33848.76041	19209.69954	25573.20077	23772.21676	25277.16679	18426.55148	27427.75186	27638.3348	30712.62396	27799.36821	23617.30028	22148.74556	23973.55349	27957.64654	30788.53111	28502.41463	28331.33595	27847.2634	18082.21468	22774.6659	24329.70771	20866.40273	25177.86545	23856.53564	22674.20509	23807.98076	23903.68646	31184.66575	18680.10985	26674.60814	27097.85862	22298.3712	16855.94561	22438.36218	33141.88845	17468.08883	24522.83548	23794.44554	25525.32206	18578.97568	26664.84305	26222.65673	28162.50365	24598.62997	23466.82269	23285.2487	24339.57075	26327.36513	31009.24117	28289.35919	27079.55819	26586.61668	18938.4789	22683.30675	24194.58439	20197.07488	26576.86267	24613.4654	22434.6289	24059.16348	22738.81356	30701.16392	16494.91071	24191.05552	26485.26816	16241.12753	16626.36312
300	360	19073.43698	21194.88902	24067.51745	29057.8591	32295.80294	29185.89436	34477.1334	24439.56935	28631.43004	19648.64549	23221.61457	23898.85755	24522.97811	30632.21778	32620.51299	23116.43503	22841.25554	18607.01872	21777.62686	22412.65425	28978.26034	31498.22635	29882.25118	35969.5508	27088.73506	23808.39186	20736.21685	33418.10278	23560.58307	24783.03639	14316.45312	17343.08551	11535.13537	17336.3538	13683.09028	12813.76481	17378.20734	27287.13539	24275.07801	29179.67546	31057.52189	24187.81045	27856.86507	28212.6385	27098.73587	24472.02813	25400.06944	23361.35857	30024.25602	28037.38789	25736.09669	24676.55508	28610.61642	29581.23167	17979.9186	26531.00569	32947.25838	28020.9484	27105.19173	27793.96026	30693.20731	29397.92286	27860.40725	28333.92169	27143.56969	25881.51591	27804.54135	18530.1666	22200.437	29048.87599	28580.13219	29733.85101	23853.60137	30952.22312	33476.59696	23389.19007	27545.50123	27772.11278	26450.84149	24764.49933	26990.97824	25591.69588	29209.03094	26799.65718	26444.48292	23481.37969	29471.42883	29914.73385	19791.48329	28460.82667	31837.95221	27886.07656	27852.06938	28081.50536	30312.6945	28876.14299	27658.97686	29696.59785	27583.65087	26606.35587	28388.14766	19341.23245	20839.05722	29698.17327	28673.0239	19610.1965	16403.00884	19478.15179	30891.50799	16852.80633	24983.91108	22783.92603	23425.15418	17371.57312	26098.66795	25401.94335	29280.81967	25655.7547	22553.39336	21501.29405	23093.18811	26159.90552	28701.80428	27347.90123	25973.51689	25850.15756	16436.45702	21903.32493	23085.0312	20038.11737	24263.91281	23148.40186	21742.07701	22870.93029	22853.37576	26541.93426	18748.29243	25575.22955	26494.87106	21241.61894	16402.37921	22009.43402	31153.64643	17771.46422	24225.59154	23136.01831	24372.0966	18077.17037	25697.67136	25673.95586	26946.76714	23871.52416	22723.4503	22849.91264	22244.54311	24933.9801	28328.83055	27488.06259	25247.77311	25248.60321	18020.13382	22022.80688	22540.79935	19355.22652	24996.83709	23625.92378	21245.67823	23221.6525	21956.51029	27488.35133	18041.79479	23468.24575	25536.11197	15896.35474	16153.66061
360	480	16530.50472	20018.64773	21885.26809	26317.58716	29956.65561	25811.56426	31225.10113	23642.86462	26738.55662	18366.67377	21817.1665	19837.14256	22700.35946	28162.79978	26759.40494	22879.72908	20345.09933	16260.63629	20170.72042	21118.84043	25906.30787	28979.92627	26273.7717	32103.64874	25241.77962	22688.42768	18607.22072	29305.95258	22619.42395	22427.79452	14898.78809	18002.52789	12693.33346	15378.02332	14014.24963	11879.36364	15148.21071	24479.44507	23494.28631	26119.6421	26870.75333	23743.60297	24645.43278	25070.91557	24522.56025	22012.50856	21991.26286	23185.09403	25868.23399	24617.9707	23519.53864	22126.21651	26597.63774	27226.22896	18307.23482	24536.52309	27802.80263	25237.27018	25164.64015	25210.87319	27444.88061	26414.22833	24598.73326	25628.07793	24532.09446	23792.66866	24970.25295	16826.24139	21443.21946	26276.62118	26582.23274	25613.817	23003.58324	27057.94374	28759.75591	21403.84391	24796.52172	24538.37651	24100.11362	22576.15916	22991.78819	24118.67011	25493.7831	24297.71048	23443.29665	21471.19831	26496.48535	26835.20946	18970.94164	25449.62368	27176.88977	25178.60166	25350.44149	25241.16523	27234.55414	26089.47012	24690.33598	26561.10563	24569.97221	23598.75533	25413.43798	19050.47165	19962.98932	24806.31676	26064.368	18200.249	15735.29805	18670.65659	27492.18182	17576.75282	22527.70959	21320.48987	21832.94355	16672.52205	23436.24334	23529.57115	25691.28238	23162.04976	21102.05443	19580.23086	21985.10602	23517.05876	26471.42997	24119.23992	23123.89157	23528.6485	15981.54093	20504.96214	21549.85991	18678.93169	21595.87426	21496.47635	20324.98322	21229.96377	20994.62365	23972.34391	18546.73954	23447.33481	24350.93201	19521.73251	16128.84302	20192.40466	26932.29614	17600.77557	21748.29472	21250.88365	22603.20631	17133.17457	22990.32444	22743.54835	24178.42919	21291.44155	20436.88148	21304.16793	20800.41597	22908.69923	24695.85146	23977.07118	22302.76193	23793.52806	16532.40899	20803.79161	20908.71609	17785.62915	22707.89655	21887.24524	19554.31757	21421.78224	20477.97883	25905.95799	16521.60394	20168.22712	23381.12491	15167.79152	15285.25877
