frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-choroid-plexus	non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
480	600	16690.8668	19229.01037	22062.72804	26807.8031	30949.87462	26820.92675	32549.49632	23975.89529	26392.11396	18529.68542	22844.02794	20712.52956	22983.49962	28852.96912	29528.21643	23135.5883	20398.74359	16293.95205	21695.25825	21688.68598	26726.31621	31065.45444	26834.9588	32111.7222	25434.67877	22548.06282	20843.59174	30202.55363	23542.75471	23424.57929	14231.87207	19380.98064	13065.67389	16302.10277	14654.20542	12554.33412	15120.60417	25386.71346	24452.89253	26938.58801	27113.76662	20545.46926	25384.90615	25684.12859	24963.88146	22964.99495	22762.43261	24998.44369	26107.06911	26940.68615	23767.36276	22434.40057	26834.0827	27463.42904	21053.81733	24909.8168	28011.15555	25617.66775	26018.0792	25718.67314	27729.81101	27012.86764	25399.46743	26415.90897	24981.0759	24921.54006	25476.9808	21842.52909	20744.75494	27153.00541	27219.49421	27291.42352	24844.5018	27691.15153	28917.23997	22592.17631	25192.35105	25163.95535	24442.24726	22930.99043	23852.5919	25900.96869	25404.70077	25816.41589	24691.06992	22149.7739	27251.09565	27608.91995	22610.72631	26726.97053	27376.36293	25320.56715	26199.34872	25833.4407	27383.83501	27752.71328	26346.08974	27408.66767	24913.34894	24798.13253	25689.9957	23583.68579	20213.42692	26233.89122	27207.14567	19425.61436	15872.41683	19172.64343	27029.78125	15686.16119	23013.35869	21743.81621	22026.56101	17046.45367	24196.35382	23203.91627	26019.22	23174.80796	21381.43534	19794.80995	22191.17282	23292.03518	27628.38668	23555.68867	22976.5223	23899.64616	16538.17306	21023.24174	21636.81138	18581.72247	23050.04903	22175.44447	20412.82619	22380.14195	21297.57138	27529.26277	18444.69915	24248.47421	24412.92091	20796.713	16801.60938	20276.46507	27102.53093	17536.87656	22528.81956	21465.67726	22628.36918	17920.70498	23282.02654	22092.30204	24627.42113	21872.7	21286.98748	21382.54705	21423.11674	22852.31184	27286.74565	24153.07964	23161.3672	23250.29415	17401.16001	20806.94767	21415.85578	18992.42434	23476.45565	22611.10728	19946.71299	22232.84359	20603.86714	28644.99086	18070.0126	21219.4175	23595.44463	15295.84112	15792.92515
600	900	14176.58068	17301.13815	19863.17853	22285.97094	27147.87139	21410.35958	27176.64488	22475.70075	22895.35583	16524.40446	20528.12386	19058.3649	20488.40373	23380.39545	24076.46395	21594.9345	17264.40327	13756.3911	18199.55695	19473.6114	22301.15256	26888.24328	21320.23053	27160.76689	22896.1487	19715.08424	19169.8725	24712.82031	21394.45923	19278.18148	11865.2373	16970.31634	11874.08306	14365.13655	12649.77431	11397.65065	15130.78599	21780.9921	20923.47647	22440.49507	21627.15224	20063.63061	21190.47846	21237.54943	21229.80993	19216.42264	18807.95999	20930.21019	21241.973	22541.36635	20334.9837	19694.99955	21698.24093	22715.19942	17737.53203	20596.63386	22096.16409	21193.22519	21876.43993	21611.8588	22415.41561	23002.81576	21310.18052	21959.99187	20801.97147	21283.08599	21198.19379	18921.86764	19835.67504	22932.84731	23074.8912	22156.52979	20645.04796	22759.49552	22937.05418	19706.90641	21196.16657	21133.5296	21051.51173	19127.34515	19840.72992	21543.15457	21098.80906	22243.57984	20842.52285	19191.73393	22054.91697	22953.28442	18681.21738	22257.95268	21906.15098	21040.48475	22551.15422	21432.15244	22428.08982	23232.35677	21817.67815	22398.32336	20744.27367	20985.69721	21257.32783	19154.2945	18096.82564	21867.37653	23222.91542	17743.89608	14759.05881	17516.13173	22083.37453	15407.19932	19979.34402	18979.52009	19601.22367	15138.42841	20341.81418	20293.93999	21594.39894	20192.38615	19196.13785	17729.62346	18841.41031	20452.22913	23553.20109	20649.42808	19313.23964	20543.08459	15010.40468	18624.99564	18641.23561	17086.70258	20367.49207	19466.46477	17974.09582	19542.621	18731.28628	24045.99485	17576.19071	20872.91588	21429.39086	17811.31201	15262.67121	18235.09235	21795.82583	16649.32776	19959.09462	18662.46792	20106.32695	15881.79395	20045.2512	19785.49466	20743.46569	19553.86952	18725.59203	19336.43326	18755.57997	20012.18264	22846.93983	21248.63674	19183.82073	20064.61786	15552.01892	18515.42682	18612.16026	17250.90033	20590.00802	19809.40085	17498.14722	19569.145	17972.23401	24239.65455	16414.73295	19189.67231	21225.91595	14578.46317	14946.89084
900	1200	11723.76409	14400.48727	17147.49093	17295.02704	21239.52087	16944.88513	21029.3671	19934.09349	18803.75274	13014.91204	17425.43196	15072.85956	17917.90384	17668.45677	19853.70498	18323.69271	13747.33503	11387.63063	14211.39601	17291.52373	17145.88608	21755.103	16133.09035	21241.49302	20004.72931	15598.12844	15143.79657	20066.22747	18343.17181	15322.86793	10209.94727	13430.57271	11198.71674	12133.4509	11189.92693	10033.93838	13809.0057	17672.10373	17438.33365	17336.41424	16714.82274	17434.42524	17173.30408	16583.72939	17126.53129	15075.38001	14972.90293	16309.5664	16654.8319	17939.01488	16403.82751	15910.5743	16779.37203	17685.61002	13371.26231	16375.65526	17221.67534	16673.99598	17213.1286	17107.23695	17189.80544	18026.24638	16670.98681	17224.10159	16122.64638	17137.06468	16548.50174	14125.06103	17670.62041	18286.644	18834.60838	17546.53298	16975.23713	17789.28787	17983.53647	16488.41187	16972.06803	16472.80973	16666.65169	14944.8201	15899.69708	17249.98858	16522.64327	17946.32182	16910.73159	15594.28173	16964.56474	17669.26385	14477.46709	17723.019	17281.43519	16333.97118	17620.60479	16803.01916	17335.70023	18716.57693	17142.53125	17530.77134	16192.08334	16969.24048	16592.71651	14263.0269	16440.84476	17539.81537	18723.9258	15418.72838	13639.47914	15048.00056	17672.05053	14339.45403	16842.39121	15827.17037	16609.09097	13324.23769	16539.36274	17224.07509	17391.1353	17176.5726	16405.80379	15112.33897	15838.47353	17416.6634	17983.17387	17492.40936	15793.56675	16825.77371	13211.98172	16082.7953	15335.93709	15067.0825	17116.80163	16542.8448	15097.28671	16777.5543	16091.58025	18200.95969	16525.17079	17275.10985	18309.00822	14958.23439	13634.25469	16098.27796	17528.54905	14564.44964	16676.52984	15681.49405	16694.83406	13739.71568	16659.60615	17178.05845	16860.49756	16840.04109	16134.93884	15524.35302	15799.30468	17197.96954	18705.34786	17902.82063	15713.36054	16307.96455	13550.03778	15684.62447	15498.24698	15500.64444	17355.69968	16762.55934	14939.68873	16400.89949	15452.2086	18375.72967	14665.05097	15678.78273	17997.27822	13476.90751	13783.23794
1200	1500	10065.57585	13085.04843	15060.38229	14191.0546	18198.29265	13947.65821	17867.75621	18245.27781	15667.04501	10725.55104	15538.29374	13339.57314	15327.13545	14597.72626	16085.47716	16342.32598	12070.803	10155.71067	13082.49488	15420.57279	14041.77913	18216.57166	13937.51643	17511.32376	17111.73165	13868.48041	14277.39139	16340.0138	16308.59011	13291.79638	10903.30078	12459.50541	11430.8416	10962.17213	11044.60763	9021.07857	12762.31511	15140.51114	15093.53546	15004.69208	14179.39009	15027.00916	14826.21665	14327.18859	15100.61814	13388.25918	13210.90418	14462.52685	14444.66491	15748.71341	14418.86175	14124.50068	14199.72528	15675.70957	12293.28382	14227.1025	15232.21013	14254.64299	15181.69648	14830.15277	14689.06334	15405.07654	14415.36929	14834.09801	14102.97262	15191.25491	14288.68608	13057.92257	15668.75772	15985.92627	16351.7327	15358.99122	14900.81317	15344.67163	15575.33874	14505.64133	14666.07771	14141.82356	14534.46914	13335.65825	13878.29184	15266.65929	14066.42748	15713.14239	14789.90804	13587.72046	14790.54052	15232.07145	13031.44747	15293.54676	15093.34322	14165.02059	15755.25326	14559.15142	15024.65692	15846.18609	14829.42176	15194.7685	14100.70653	14713.28076	14345.44362	12394.43643	15542.63847	15254.92112	16231.53075	13935.67188	13001.62973	14395.54053	15446.7082	13359.42761	14895.51382	14279.98969	14842.07144	12472.39547	14768.04823	15507.71398	15415.03672	15698.98543	14903.43476	13767.0919	14097.22787	15995.02242	16309.40421	15636.4728	14485.76267	14975.92946	12408.487	14728.58248	13997.31266	14113.89584	15536.37998	15163.47934	14043.19476	15232.21426	14701.22967	16447.45825	14590.94897	16098.81597	16188.43723	14058.42892	12665.68392	14986.05667	15316.16853	13575.53128	15080.58102	14261.8289	14947.25951	12688.3338	14818.42661	15662.25413	14598.63477	15303.5629	14669.84025	14006.85805	14286.70283	15245.34359	16644.94297	16097.29797	14109.45757	14478.8868	13082.81144	14301.18965	13980.10593	14141.29722	15940.4748	15440.73153	13738.56517	15009.82245	14133.69278	16214.41168	14731.89671	14338.90057	15968.23647	12974.3879	12937.47727
1500	1800	9224.57698	11651.21253	13833.04735	12202.01467	15525.3059	12432.91002	15543.94957	16533.82827	13814.62432	10109.19069	14139.27614	11971.24975	13918.94107	12464.41576	13675.84786	15367.78299	11236.89081	9558.17252	11708.71397	14057.83059	12175.93671	16156.63031	12360.6147	15309.87038	15675.27825	12303.49487	11996.36098	13975.12891	15124.28921	12101.82909	10067.25684	10330.33981	11392.1248	10484.1398	10870.9493	10016.71975	11640.55347	13944.44645	14050.92356	13908.465	12922.58518	13608.6589	13510.58149	13166.47388	13704.81298	12333.60232	12226.56336	13241.32618	13038.18164	14384.44586	13438.7598	12637.87846	12718.02576	14025.71885	11658.60243	13194.95139	13826.85953	13119.9072	13875.14667	13462.51801	13336.03174	14161.91803	13173.05846	13406.06095	12702.18754	13972.11702	12942.40787	11542.08754	14656.85518	14490.79959	14690.79374	13758.78091	13921.11619	13738.56158	14124.03734	13534.46318	13303.30628	12795.57319	13198.97297	12329.67284	12776.24276	13923.21319	12900.35308	14543.96533	13185.42479	12309.20775	13254.43221	13789.22507	12047.10744	13601.35626	14061.90126	12689.61721	14633.9087	13174.41638	13477.8963	14684.95039	13260.55189	13667.91643	12766.06764	13237.12042	12892.71761	12222.99601	14391.02622	13464.16559	14699.64776	13346.50959	12566.53935	13757.34786	14327.65355	12140.93749	13544.53823	13476.2891	13545.51269	12197.74094	13702.95551	14413.57745	14147.73999	14363.66468	13952.38977	12895.3497	13124.19258	14522.29574	15099.54065	14742.36685	13380.18492	13765.67614	12173.37971	13714.31686	12890.66695	13146.32847	14578.94227	14223.57871	12838.93803	14407.81938	13403.89275	14758.67131	14473.45241	14471.93972	14900.12008	13225.81236	12539.67235	14299.52057	14496.25708	12849.13622	14037.3771	13357.89228	13873.95697	12294.89698	13878.07096	14522.57704	13565.67948	14530.96227	13561.0192	12514.12822	13402.36992	14164.01995	15017.07366	14736.57407	13386.54273	13493.19418	12479.47311	13542.44929	13054.0698	13660.54981	14923.14289	14577.37909	13119.27063	13805.76275	13140.02429	15272.8546	13513.20992	12850.15816	14694.53269	12384.68021	12447.7907
1800	2100	8548.60474	11582.77556	12984.84571	10829.41516	13872.32516	10915.14495	13792.52903	15092.49544	11957.05699	9101.49241	12728.8326	11066.59445	12306.90118	10713.44591	12084.9781	13619.74179	10652.86896	8808.7336	10558.75186	13153.67588	10702.64307	13936.27251	11030.54835	13879.88471	14424.20594	11544.73943	11333.09132	11861.93312	13173.61384	10809.43686	9363.88086	9348.50515	10425.90276	9663.58546	10122.79553	9532.90401	11275.97132	13296.30317	13117.53583	12983.81677	12151.19053	13386.60587	12853.44298	12055.12829	12721.3548	11337.18688	11632.52108	12522.54627	12271.46792	13490.26935	12535.18717	11604.10963	11833.47574	13163.02258	10944.96206	12373.68964	13055.22393	11929.03858	13112.17585	12426.50612	12282.72145	13062.34443	12196.3885	12423.10447	11840.37307	12840.09831	11970.41551	11006.35724	13636.60246	13563.90579	13399.17954	12619.97872	12823.73614	12846.8221	12947.13237	12192.97683	12254.70348	11792.24356	12525.98865	11468.55228	11898.90441	13101.12768	12212.3321	13293.28491	12250.09378	11335.77921	11927.84316	12923.53689	11324.30556	12678.7981	13003.39562	11610.06387	13320.91205	12185.29779	12481.35003	13318.75193	12399.53506	12535.83987	11837.32895	12161.23043	12108.31671	10571.19198	13797.25841	12766.59752	13449.28374	12878.1122	11979.85525	13107.29879	13278.4609	11967.48067	13343.05827	12527.83891	12977.07736	11365.00982	12918.5083	13620.79263	13158.37435	13770.18402	13293.16686	12170.64568	12563.59828	13883.643	13822.5619	13808.67121	12757.27327	12682.36346	11595.14599	13075.15101	12283.85915	12775.4508	13805.36409	13480.82562	12300.28488	13231.70927	13017.28737	13878.94378	13309.84573	13886.42191	13702.4557	12348.23411	11739.99659	13647.35654	13455.07588	11718.91039	12716.51835	12494.28413	13193.08279	11650.10842	13056.79924	14032.7688	12881.25899	13686.1285	12871.49461	12033.3185	12686.9721	13626.66306	14226.05858	13945.65754	12515.83385	12359.55768	12113.48524	12804.1992	12547.38944	12956.5584	14136.20594	13697.09213	12331.94315	12955.96223	12758.51338	12792.76624	13411.83189	13059.03349	13592.52949	12023.14756	12054.28748
2100	2400	7892.61289	10048.45041	11894.11307	9702.98577	12006.93253	10147.15239	12526.1041	13815.72554	10844.04657	8085.50117	11713.76014	10140.77229	11668.176	9429.86756	11665.05801	12199.65493	9118.90311	8201.20551	10137.79346	12234.45622	9572.80354	12558.48638	10193.98492	12695.04502	13382.1564	10458.88422	10771.72048	10786.75126	12264.4258	10171.26558	9950.74902	7639.76168	10218.37109	8969.69454	9659.73818	9264.77873	11235.79839	12237.25495	12465.37881	11649.26747	11183.24426	11628.40446	11887.71854	11594.60058	12307.13947	10604.64571	11019.59432	11522.76783	11405.69023	12275.18716	11774.737	10791.88029	10918.14771	12504.4973	10308.08179	11566.93958	12648.43541	11122.08024	12059.49375	11559.42933	11557.66153	11949.57981	11585.00152	11569.75167	10959.97016	12276.75005	11387.44614	10790.41089	12418.92975	12709.70734	12388.92637	11711.07185	11887.89793	11730.01921	12300.02362	11306.51825	11625.18202	10990.36715	11528.56569	10989.54275	11201.08656	12467.48218	11260.19504	12684.51582	11329.55084	9988.6214	11471.74335	12055.78401	10315.0864	12003.59715	12630.7874	10829.36185	12628.55907	11238.7759	11667.08366	12159.68562	11471.48869	11692.85177	11072.6767	11302.77281	11123.0097	10931.06937	13039.47244	12140.04547	12684.47953	12397.55412	11727.64099	12248.10707	12311.79677	11057.28399	12407.76956	12036.46506	12418.71976	10867.13422	12287.81961	13075.69667	12562.76319	13135.71071	12615.25982	11340.85169	11719.06137	13190.34974	12884.72188	13071.1909	12337.67749	12049.91524	10914.84031	12271.98138	11654.6177	11978.43578	13286.70966	12618.16908	11507.78826	12918.56067	12418.84009	13383.62282	12115.51002	13354.93041	12909.3659	11847.55208	11188.41096	12843.65178	12617.36706	11124.79947	12370.06577	11944.8081	12204.62464	10963.69847	12327.41362	13325.00416	11985.47664	12979.42257	12134.59088	10844.18788	12175.07791	12604.97128	13270.44303	13323.93348	12126.94964	11851.58941	11776.11839	12153.87686	11831.09483	12149.51842	13422.69962	12940.82998	11594.29184	12124.5141	12006.21531	13268.46479	11879.01559	12200.69836	12927.73551	11445.54531	11548.25671
2400	2700	7608.79723	8915.83015	10864.18073	8768.33397	11106.60954	9407.24003	11646.60575	12133.84923	9866.08898	7740.4115	10970.3669	9131.89626	10363.15362	8563.65313	10198.86553	11311.59077	8643.80835	7691.56379	9370.47052	11470.94466	8803.80193	11323.89783	9567.44017	11347.29277	12133.85427	9079.61192	10301.5609	10298.56027	11259.10528	9828.17937	10478.4873	8090.64325	9794.79533	8636.95788	9590.36735	8898.61844	10599.65399	11420.39255	11928.64307	11011.56615	10680.60983	12300.17556	11182.52366	10730.7533	11396.42007	9802.51158	10284.99368	11264.93099	10661.39548	11783.18573	11160.87932	9933.57524	10231.45029	11673.31444	10371.24966	10931.03922	11690.28482	10663.88884	11621.32102	10997.70264	10527.97103	11914.72022	10823.89207	10813.86782	10467.56401	11570.68646	10762.70053	9563.27095	12298.18639	11502.04386	11817.0924	11106.80805	11753.17498	11036.18978	11520.7382	10083.53306	10919.60785	10369.86902	11019.9967	10352.9672	10536.80157	11571.40489	10875.24897	11856.91767	10863.35856	9481.47481	10589.33497	11551.24456	10126.95129	11194.39684	11804.10014	10300.9679	11853.3672	10614.44592	10926.59573	11854.33842	10954.42292	10918.79517	10398.77543	10780.57127	10489.34472	9353.53325	11459.99404	11450.94804	11627.45886	11379.2844	10860.98991	11867.21078	11708.42046	11498.64945	11637.81005	11442.76961	11717.3494	10043.27203	11464.03306	12275.25204	11683.90462	12725.30978	12004.12645	10763.08187	11296.25517	12665.76206	12937.27626	12520.42646	11568.91091	11647.39192	10753.68546	11829.21989	10802.16784	12221.95042	12536.48386	12122.68079	11028.27324	12105.30223	11806.92704	11697.73039	12743.27079	12229.86845	12160.24427	11158.55346	11044.76304	12388.17918	11924.44698	10409.81679	11700.61015	11166.95719	11477.02332	10653.56316	11713.99013	12593.29934	11601.23678	12351.39774	11598.09215	10111.11581	11260.3356	12522.58054	12307.20094	12253.6465	11528.9182	11429.7097	10603.59696	11545.55249	11259.28417	12047.59895	12648.66847	12339.51261	11118.65297	11440.11906	11343.09545	11623.63246	11433.33739	11550.98442	12100.37833	11023.98431	11132.3066
2700	3000	7187.82545	9030.9109	10175.38856	8157.47248	9876.54201	8798.23348	10970.87015	11696.32107	8766.4144	6828.10699	9748.06568	8882.34824	10636.33593	7492.32893	8712.8013	10644.73615	8186.05552	7258.55902	8645.8327	10486.51661	7906.80205	10309.29613	8649.05642	10970.17678	11084.39105	8900.34446	8817.41656	9450.54202	10207.11836	8568.12473	8578.61719	7579.25076	9362.27041	8539.4215	8787.86363	8084.61573	10324.93829	10764.99092	11023.86592	10449.91324	10476.41667	11017.32802	10638.31569	10116.76165	10754.9231	9859.29936	9820.30756	10629.36566	10531.83163	11134.92356	10608.08342	9209.54871	9986.37837	11106.76506	9220.52944	10043.03242	11491.89468	10013.30598	11037.78873	10092.92621	10589.84914	11108.71475	10205.95825	10489.3996	9959.54918	10825.51817	10067.08458	9138.81163	11403.14448	11508.32663	10986.70867	10819.48799	10848.29446	11027.16289	10567.85273	10060.16998	10111.14263	10056.74441	10541.21291	9329.18169	10090.73984	11384.28957	10448.90834	11327.95782	10131.01172	9102.8123	10440.22635	10850.09086	9753.50459	10544.15619	11471.74166	9772.29378	10892.95225	9992.51213	10581.3615	10889.80808	10496.33088	10593.41515	10021.5442	10292.46453	9847.26029	9014.72675	12015.66466	11256.04272	11301.20281	11165.89981	10396.61898	11376.52515	11801.0095	10865.89129	11306.73132	10817.62638	10818.15874	10125.38699	11135.70558	11522.83519	11540.24477	11764.10803	11404.20496	10453.92727	10896.07949	11831.77781	11420.15771	11660.49117	11499.85434	11186.56779	10391.52216	11220.4165	10834.12874	11265.26031	11864.57845	11740.15527	10839.48318	12024.38541	11363.3739	11535.63771	11974.2784	12125.03419	11546.55083	10957.10148	10183.32732	11964.23153	11286.3854	10566.03827	10796.86773	10950.30387	11299.75464	10017.3879	11236.81145	12143.15195	11288.77839	11924.42392	10966.24232	9899.02486	11456.66605	11568.86598	11882.08047	11775.32152	11249.06483	10689.49723	10728.40176	11147.12767	10933.42886	11346.91417	12125.49745	12011.0294	10900.52024	11163.87935	10943.06178	11246.5093	11538.65436	10702.07843	11391.73802	10854.52293	10643.45453
3000	3300	6640.8256	8115.81505	9567.35636	7577.1632	9199.28924	8153.53853	10347.07929	10665.69927	7332.54311	6210.21876	9329.86224	8732.41488	9412.55176	7005.62987	7645.16916	9625.49406	7345.58088	6788.81145	8349.08352	10040.86184	7392.38645	9321.03113	7862.88664	10362.4752	10872.1339	8107.05533	9770.45838	8862.79135	9876.90575	8229.29094	7927.93994	7092.62353	9671.39127	8003.64325	8779.23204	8055.66232	9716.45424	10978.11976	10917.67468	9931.96491	9769.98833	9862.61016	10225.96087	9824.29031	10699.36997	8769.76834	9402.60354	10458.74619	10074.34479	11170.92646	9982.49368	9189.56581	9270.11719	10470.45096	8892.00314	10032.23112	10860.30727	9339.60196	10937.24906	9687.82205	9631.49635	10887.19877	9761.17114	10037.01871	9417.50316	10617.43338	9588.48006	9191.0927	11320.00017	11031.0327	10460.43854	10205.52998	10490.54645	10102.90339	10654.54314	8948.29035	10058.76228	9286.15687	9982.78488	9015.70005	10057.7141	10617.59418	9802.83893	10828.28747	9974.58634	9261.84088	9696.3173	10312.22141	9110.76873	10447.52717	11006.37335	9239.59853	11065.16695	9572.98817	10012.96384	10339.63405	10118.18181	9910.39931	9377.87924	9828.4567	9545.02095	9254.89485	11048.35227	11011.41112	10584.595	10984.28095	10598.84954	10515.9613	10765.17747	10667.39245	10865.54396	10391.17097	10964.50016	9312.6839	10775.15399	11320.07802	10922.48843	11717.33177	11032.96817	10446.84262	10457.76464	11312.99172	10817.54225	11471.25988	10839.90273	10512.59299	10154.77152	10734.28037	10031.84833	10827.93229	11444.92263	11266.63391	10178.94547	11398.16116	10854.10385	11218.20401	11102.07263	11642.26228	10892.88731	10561.64906	9784.02019	11346.2724	11018.35947	9398.42405	10753.54676	10151.75733	10568.95771	9645.73289	11098.67847	11608.32649	10592.29952	11321.90355	10760.20341	9412.43135	10587.09557	11282.45364	11161.77093	11656.48036	10820.93044	10355.49157	10400.6985	10711.92514	10580.51198	10739.02545	11720.24703	11217.64201	10539.12334	10527.78566	10305.13264	11556.62007	11175.21289	11383.78779	10920.90223	10403.66154	10220.09135
3300	3600	6505.0461	8077.60568	8811.47217	7054.53762	8238.86138	7494.35765	9104.92298	10002.44234	7487.70528	6015.98925	8716.88532	8501.52797	8604.65477	6526.06082	7527.59009	8823.41683	7520.18876	6770.5008	7671.65719	9366.26799	6931.92331	8883.51552	7981.06647	9378.02936	9110.36947	8076.02864	7702.20103	7749.63151	8671.01089	7499.43987	9483.09375	6002.78499	8549.07401	8246.63006	8955.70252	8091.45097	9760.50489	10314.71764	10240.36253	9430.55717	9171.04097	10145.5264	9944.86212	9339.73799	9992.17092	8967.74989	9193.72884	9957.87949	9901.97183	10091.85339	9710.3345	8340.09269	9001.55109	10288.47041	8877.5573	9792.01186	10291.49742	9088.81884	10227.77567	9392.93081	9352.27718	9979.29639	9569.69958	9347.82027	8908.5079	10254.4307	9174.29025	8691.31304	10146.45442	11018.62419	10166.20063	9850.24861	9610.0614	9347.56321	10167.07689	8923.72656	9450.83799	8993.63893	9576.18591	8468.376	9576.10786	10306.17181	9448.58933	10674.4957	9415.36938	8693.22853	9174.46081	9849.94837	8769.45849	9799.78544	10629.21547	8732.80135	10244.83094	9091.20624	9563.25886	10301.7327	9533.84943	9505.04028	8905.31411	9301.95796	8741.14999	8256.84499	9908.90941	9892.8599	10127.87596	10202.77781	10062.08674	10441.79599	10433.68077	10534.71477	10482.86919	9993.81069	10066.26076	9479.18291	10288.59918	11119.01509	10636.01755	10731.12271	10612.02677	9402.61283	9891.56862	11201.05449	11020.1671	10943.48785	10546.73518	9891.35038	9842.32902	10491.38779	9719.00783	10167.18818	10967.17445	10697.4229	9575.4539	10568.75408	10232.30333	10578.1524	10385.95904	11322.53278	10225.34043	10005.34868	9333.57944	10763.90869	10457.65551	8964.74348	10195.81204	9829.35384	10142.16525	9087.03011	10585.87797	10862.78995	10083.04162	10998.5189	10314.25355	9238.54304	10247.02338	10787.41048	10994.71363	10495.71773	10289.51184	9678.47886	9877.15582	10036.94634	10002.81601	10943.43248	11102.36678	10917.87296	9707.30649	10118.04584	9699.18641	10308.1621	10447.88307	10351.60487	10128.37881	9713.89423	9860.32468
