time	recording	whole_blood_radioactivity	plasma_radioactivity	blood_plasma_ratio	metabolite_parent_fraction	AIF
10.2	manual	14.4525420189658	2.413532732564996	0.6619829590300148	0.9517234752839607	2.297015759948352
27	manual	1.61800241020816	1.6180024102081574	0.6619829590300148	0.9592024299086805	1.5519918434697664
43.8	manual	3730.54097065399	5635.403328388162	0.6619829590300148	0.9571687338376558	5394.031868497808
61.2	manual	27761.7936439554	39482.214294533565	0.7031468254757715	0.9556618871026821	37731.64741970643
76.2	manual	68220.149150103	95740.65279792962	0.7125515353868391	0.9552693225982415	91458.10854339167
91.2	manual	84849.8666037714	121197.38110047263	0.7000965353651563	0.9553138368823003	115781.5351591789
103.8	manual	104589.574619536	144186.04808950415	0.7253792999071031	0.9554255946825687	137759.04074084398
120	manual	113188.446764488	157251.4998117937	0.7197924782908741	0.955438974789149	150244.21176423624
133.2	manual	123600.42715658901	174470.26465743105	0.7084326225977596	0.9552442183283366	166661.71158422573
148.2	manual	134269.133116717	189916.49803577346	0.7069903589493588	0.9547443861602052	181321.71033886034
174	manual	116782.66662209001	162509.00964540205	0.7186227205304624	0.9531824693356246	154900.73910309115
295.8	manual	12803.3544348244	34265.67017226041	0.3736496140440092	0.9364886326616688	32089.410606855887
604.8	manual	3987.99598412553	7379.390641504188	0.5404234818110449	0.8563765285118874	6319.536940104466
919.8	manual	6192.051916958891	10787.643172835176	0.5739948770785595	0.757430385724507	8170.888729458893
1792.8	manual	7446.9885408973505	9965.850446613762	0.74725068179482	0.5556587216977031	5537.6117197958865
2695.8	manual	6558.755480215859	9106.769756630667	0.7202065776880334	0.45968898690128884	4186.281763368848
3598.8	manual	5670.52241953437	8131.202694165728	0.6973780672818627	0.4146441592201436	3371.5557045709143
4494	manual	4922.49759339919	6873.626937469376	0.7161426766654695	0.38989466425151426	2679.9904669747866
5398.8	manual	4653.80784577627	6573.175623773683	0.7079999245637841	0.37331079396798367	2453.83741100195
