frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-choroid-plexus	non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
480	600	16070.73314	18551.07708	22420.68732	26694.56427	31109.82134	26582.14221	31761.49966	23404.08939	26438.75727	17980.78283	22723.1322	20401.98649	22630.83454	27516.56868	29216.8931	23806.34332	19087.98805	15861.29791	20556.24262	22068.81206	26569.65549	31115.51083	26900.12791	31716.49292	25227.06789	22160.7462	20225.33125	30416.15629	23908.72841	21076.01307	13318.04199	20164.40726	13715.35748	16689.65893	15215.83382	12477.68322	14773.00658	25493.08488	24588.08346	26955.58237	26140.74723	21035.92054	25529.40214	25367.43125	25065.99937	23679.75638	22398.63579	25153.9659	26392.76098	27316.86159	23830.65198	22551.14546	26799.43647	27689.38578	20480.30433	25728.51294	27906.58724	25582.34767	26747.96729	25848.16808	27717.05502	26675.28215	25784.5113	26665.2836	24921.51597	24976.80826	25369.67009	24099.95175	21142.83521	27155.86424	27339.3492	27007.70111	24647.07063	27399.62482	28544.58458	22530.91085	25389.72462	24556.67162	24860.46932	23833.92873	23567.60266	26336.22541	25951.61094	25611.05347	24912.86724	22475.24932	27116.18098	27738.63328	22028.74335	26697.89166	27380.54079	25070.20048	27114.50029	25755.78828	27440.79228	26859.76459	26220.01915	27502.99786	24629.11144	24952.01299	25547.77104	25597.47278	20018.62788	26751.88524	27254.36258	19423.05478	15968.37469	19193.33304	26639.14915	15926.08409	22849.24086	21959.10803	22002.65349	17625.71152	24208.08356	22637.46635	25836.21944	23284.97271	21220.16043	19952.5352	22138.49223	23069.03131	26706.65972	23642.10774	22492.60553	23918.76087	17139.01179	21104.32414	21569.01813	18450.72768	22255.29147	22278.03701	20786.51137	22081.35337	21232.97108	27771.85335	18726.12747	24132.60841	24307.90549	20629.24432	16747.83213	20322.8539	26706.18986	17342.78294	21648.83597	21727.65168	22187.29641	18332.49788	23513.55792	22118.10665	24363.61796	21349.22589	21436.92343	21470.7568	21300.3832	22850.90753	26609.77605	24258.79514	22382.13285	23262.84269	17833.58287	21130.72326	21432.45185	18022.10947	23233.16384	22460.18087	20478.68567	22251.07619	20487.97959	28423.10746	17512.17275	21648.25051	23456.44497	15230.57507	15576.42382
600	900	13711.66612	16623.57494	20128.44225	22147.76237	27063.14182	21185.63529	26742.23581	22079.85266	22826.66524	15649.74066	20413.76994	18712.09314	20297.5343	22376.59125	23764.53894	22118.20204	16089.80741	13426.50282	17694.2968	19778.02659	22097.99819	26875.95717	21506.25093	26969.58238	22646.48538	19449.13587	18680.86197	25271.70628	21710.0536	17465.72458	11676.75098	17950.79595	12446.41373	14523.11398	13075.36878	11171.00121	14735.26939	21814.29533	20915.72784	22474.88714	20875.74111	20261.18891	21303.55445	20927.83554	21340.13829	19725.12106	18518.86095	20961.3273	21476.42261	22757.96427	20376.0208	19733.65994	21666.84792	22906.58659	17252.90933	21229.01948	21999.00122	21175.97641	22381.22076	21702.66397	22385.58831	22806.29879	21666.04584	22171.59264	20666.67479	21341.95799	21127.48436	20681.70207	20169.17086	22977.31737	23175.328	21990.84914	20435.42237	22645.21212	22721.58144	19679.57211	21455.58559	20632.32816	21418.32358	19848.35728	19585.01459	21820.09688	21531.81328	22137.21221	20930.50308	19469.16828	21972.44019	23004.81558	18301.33503	22175.44622	21799.23534	20793.9311	23078.90842	21349.22404	22424.3096	22668.20516	21754.02842	22537.84254	20474.83021	21062.50641	21130.48967	20899.00343	17795.4403	22102.64306	23310.64895	17694.88173	14735.09953	17470.43706	21798.44502	15540.04629	19882.42875	19130.57205	19589.82418	15576.68561	20355.31518	20049.13476	21435.84948	20195.60858	19096.02436	17846.7834	18839.93333	20320.70546	23146.22367	20754.47951	18964.49178	20552.01453	15458.86134	18667.26153	18618.62744	16996.72512	19843.38304	19521.0464	18243.81535	19334.81964	18663.65538	24371.00026	17765.78811	20863.27233	21417.43388	17630.85306	15195.68948	18292.23066	21593.09702	16697.77177	19484.24462	18866.67659	19839.45106	16260.39106	20216.74894	19891.38436	20561.41189	19193.01235	18741.94875	19334.48875	18667.8672	20021.34969	22564.29447	21318.07736	18705.56569	20056.69462	15898.70293	18679.99998	18593.68509	16508.88255	20412.30942	19690.41903	17909.26494	19510.32014	17917.64565	24416.09606	16014.33114	19364.73932	21119.82604	14546.44196	14798.30872
900	1200	11445.54659	14010.10081	17260.07957	17137.4642	21025.64183	16810.59175	20861.72876	19786.48392	18667.94702	12304.69782	17250.72149	14903.29789	17646.02091	16999.08979	19782.23256	18642.979	12997.66772	11229.20321	13924.01825	17473.4672	16923.66972	21651.20884	16370.84837	21242.96971	19830.93368	15562.60045	14791.33	20362.20913	18634.72289	14111.43335	10187.15039	14097.30723	11639.30823	12259.23451	11401.01187	9763.40222	13574.22264	17690.06033	17393.43228	17377.80352	16168.00551	17671.5463	17297.9738	16343.97594	17216.87372	15317.21354	14766.68924	16208.47502	16928.09998	17979.71453	16438.5048	15900.34624	16726.62589	17821.24152	12960.05	16798.74247	17144.72318	16654.1387	17446.44778	17163.14295	17148.49016	17964.81197	16956.45575	17350.37236	15925.83816	17193.01408	16468.09621	15151.96046	17858.61228	18311.51986	18908.13381	17436.57546	16823.89703	17738.30938	17854.07857	16401.44975	17249.81669	16021.47725	16925.20585	15401.11816	15631.59808	17288.58054	16949.44605	17895.0869	16866.61899	15727.84958	16935.10665	17680.80906	14130.70888	17543.05361	17135.83316	16107.76638	17839.02554	16685.497	17279.76557	18460.15877	17122.34652	17675.70646	15833.56067	16980.15017	16446.72306	15211.16481	16010.05319	17654.91544	18698.34885	15399.83617	13576.90064	14983.84236	17553.90838	14481.18695	16758.74539	15890.9234	16645.80759	13653.09218	16576.81671	17169.14046	17299.055	17249.0333	16368.61297	15150.05601	15855.4617	17379.92029	17932.94787	17620.51573	15614.25052	16834.65825	13516.55246	16107.91288	15315.70604	15041.70139	16882.42268	16558.0837	15217.71748	16659.52276	16063.71852	18567.8989	16517.60899	17273.17743	18300.11624	14928.33232	13515.3674	16093.5651	17463.92743	14571.50376	16383.77531	15786.08058	16528.2708	13986.50331	16698.47656	17344.78107	16809.44152	16693.94394	16171.23582	15539.19939	15778.09084	17228.3207	18578.02978	17970.34217	15436.62437	16287.97422	13806.21509	15752.68296	15521.52007	15045.88478	17301.2479	16706.1096	15160.76867	16395.01668	15434.48361	18782.92286	14373.98557	15820.44353	17950.95019	13465.106	13720.0375
1200	1500	9887.17281	12618.05399	15112.29842	14038.87519	17924.70182	13811.44679	17806.21234	18202.55423	15604.179	10238.45261	15337.49583	13300.73077	15021.37204	14076.91441	16145.48832	16590.46033	11405.50459	10085.57778	12822.0164	15479.30875	13845.30148	18077.08784	14169.73864	17478.45858	17065.2256	13750.72667	14002.77226	16482.11758	16513.15499	12392.09605	10558.71777	12668.57888	11878.37308	11142.85278	11228.43395	8769.70359	12565.94095	15067.39455	15058.80095	15052.4854	13708.72678	15167.94183	14964.32533	14073.69722	15158.24117	13520.34759	13016.18743	14339.7323	14779.35855	15736.47015	14437.12504	14109.38241	14146.84438	15818.17396	11724.78853	14600.73699	15134.08756	14213.351	15267.88864	14855.18123	14633.55224	15349.36724	14663.65439	14930.32069	13826.71905	15273.42178	14208.28907	13854.22039	15780.6667	15990.06911	16384.93788	15304.93014	14851.14505	15286.32961	15387.17255	14446.14519	14963.30101	13706.16656	14705.66518	13608.48998	13591.73012	15222.82169	14492.65292	15768.75154	14775.62004	13678.12915	14747.45478	15198.40504	12582.50034	15137.27938	15035.364	13936.70534	15813.81904	14436.23253	14994.89232	15768.02426	14795.37343	15355.57015	13723.72217	14725.75724	14203.17101	13174.87307	15306.73638	15259.42137	16204.13406	13887.87987	12907.48144	14358.86201	15302.04478	13370.79417	14847.19085	14333.67729	14823.84686	12755.67666	14724.27972	15460.47963	15379.83716	15739.33256	14868.08111	13830.86189	14133.91196	15956.01091	16129.15142	15701.3541	14379.57415	14978.12699	12672.56784	14741.00662	14014.28838	14070.8913	15364.1491	15164.73259	14101.16844	15156.79805	14669.228	16717.29591	14501.05287	16101.39836	16204.03244	14118.60885	12563.21713	14987.78153	15268.33828	13519.13893	14948.02499	14273.32435	14873.78556	12925.08518	14844.09085	15806.4905	14632.0188	15257.66945	14678.04634	14021.63394	14262.43693	15265.24374	16400.39261	16109.96613	13925.15172	14455.05289	13290.28077	14328.63958	13988.9364	13859.34359	15871.00361	15404.77375	13864.79802	14980.00553	14136.58948	16554.40768	14354.16385	14410.95364	15950.31778	12959.97225	12901.71063
1500	1800	9105.22214	11283.62633	13819.8174	12101.13374	15231.65547	12241.88815	15571.33108	16558.18459	13795.23331	9709.40641	13978.29579	12003.5826	13721.62591	12067.13141	13693.6714	15478.01966	10769.5059	9540.63327	11683.86488	14079.00133	12009.72416	16061.59272	12613.49568	15328.2047	15594.69461	12255.51238	11917.93768	14213.34656	15309.24287	11374.55302	10079.49512	10637.38304	11819.22086	10644.22473	11011.93912	9721.55957	11531.64032	13911.3853	14003.91511	13970.74055	12556.28997	13723.18717	13602.0472	12961.18451	13737.88843	12410.29988	12033.32413	13164.25147	13325.90649	14357.39856	13489.35159	12600.77746	12686.02163	14154.22298	11150.35049	13545.95968	13817.05775	13103.98065	13917.14699	13510.78121	13274.81198	14035.94579	13406.56641	13485.87646	12470.01894	14048.20241	12885.20897	12267.25715	14673.21376	14503.15664	14726.01834	13681.74	13915.1993	13684.37939	13987.73813	13420.45054	13652.20813	12404.11348	13291.69917	12550.2632	12464.43984	13805.24416	13336.93448	14612.50235	13101.86713	12376.7513	13204.50867	13722.09247	11648.94663	13423.15419	13956.76402	12445.84022	14666.11791	13024.66671	13439.40826	14698.45555	13168.61442	13808.02313	12379.56803	13214.14893	12745.24312	12827.50186	14199.67402	13518.81366	14679.86708	13295.70685	12489.71479	13726.54999	14220.07313	12191.12045	13538.79478	13500.83836	13552.61459	12456.31097	13699.79892	14369.20984	14179.3696	14369.87449	13937.31063	12886.79432	13151.40958	14542.58637	14863.60128	14783.56934	13292.03452	13739.93364	12382.14545	13719.86256	12880.3798	13089.33763	14423.43232	14215.15947	12877.17215	14349.80512	13383.23905	15034.75627	14323.97247	14473.62547	14882.6938	13342.75809	12446.36059	14279.23063	14495.13795	12904.68032	13982.26755	13366.78203	13806.99392	12489.01004	13838.68009	14573.88152	13681.93939	14481.98442	13552.89048	12535.82636	13410.81257	14148.4478	14889.71398	14693.47011	13266.57068	13463.00085	12668.35705	13548.21413	13084.18497	13407.15591	14859.09447	14563.00365	13192.83015	13793.07778	13158.16684	15487.90925	13169.97376	12931.34739	14693.0603	12371.733	12417.95502
1800	2100	8470.88384	11302.80064	12913.98712	10753.31317	13599.74065	10736.43163	13846.60529	15187.86996	11855.74054	8967.21911	12545.24479	11143.7326	12283.11254	10449.30264	11983.39413	13700.57813	10210.35753	8805.50488	10553.06533	13031.06855	10578.61365	13863.07992	11310.84261	13857.49684	14372.09977	11555.74396	11308.80517	12163.15792	13288.79803	10271.84157	9369.10156	9692.57203	10688.41167	9885.77482	10193.97121	9264.79446	11111.36609	13250.76618	13096.94801	13074.42051	11868.30927	13490.59044	12972.1401	11858.52583	12767.06443	11409.71707	11462.04207	12410.38353	12539.64531	13351.30909	12572.60193	11553.31607	11808.96209	13285.09276	10404.39737	12692.42123	12992.16381	11918.78313	13115.8738	12467.30609	12249.68129	12873.63451	12431.24608	12506.10011	11605.74221	12912.06551	11923.10856	11611.2005	13737.33328	13571.91516	13397.57516	12542.76019	12807.17289	12774.82443	12793.41327	12108.37275	12580.75153	11467.24432	12655.88605	11670.10599	11625.95526	12948.5965	12634.87387	13389.76375	12139.26132	11470.14672	11931.83125	12906.43542	10958.13	12483.87431	12958.20706	11408.81501	13309.46303	12036.27051	12429.43142	13383.37024	12319.90972	12685.1172	11483.35681	12163.87452	11948.22371	11055.43404	13694.92815	12740.61032	13470.28617	12834.9312	11903.79669	13075.79547	13233.69244	12094.07608	13326.10743	12537.92657	12975.52381	11535.50588	12893.23487	13594.36071	13181.43596	13701.16751	13286.8834	12148.37761	12561.67262	13877.87575	13600.089	13836.78158	12744.24828	12688.13623	11770.84397	13073.83045	12280.97694	12709.43775	13687.11951	13466.4826	12279.32895	13193.24197	12999.19891	14080.85664	13226.4383	13877.13532	13697.62544	12435.3824	11627.88287	13633.38204	13436.91175	11772.84898	12661.96113	12458.34671	13198.84988	11835.64037	13030.88326	14064.7908	12928.31348	13674.72774	12863.7912	12096.77005	12678.54785	13643.24828	14091.39363	13896.25167	12463.18841	12313.0275	12256.4114	12779.58573	12569.34913	12819.17948	14080.92964	13708.30927	12348.29652	12926.71103	12727.19273	13133.97354	12956.67656	12930.83819	13603.53135	12007.2135	12054.31563
2100	2400	7825.35038	9871.99774	11836.37476	9638.20344	11765.07501	9980.20435	12559.15273	13903.85571	10839.7465	7820.47672	11565.32201	10160.12785	11624.54825	9144.50381	11595.51446	12248.57841	8777.48941	8218.73117	10091.19605	12172.15283	9467.48652	12509.16061	10453.19786	12716.26254	13301.55758	10479.64762	10924.27827	10905.7769	12377.51662	9677.10234	9907.92676	7866.41525	10548.24416	9120.51779	9762.75217	8906.59995	11070.39856	12197.79944	12421.41578	11729.08026	10899.86438	11702.01848	12011.49118	11430.32207	12329.39458	10631.33472	10859.1503	11397.13708	11688.82309	12139.42468	11828.32913	10750.82604	10879.43368	12629.28587	9722.49417	11869.1953	12645.36221	11112.42291	12080.06615	11590.04698	11528.18482	11843.04732	11785.25296	11641.86858	10738.85298	12346.513	11347.13773	11274.40284	12394.61287	12712.49488	12395.11431	11657.44279	11892.51352	11689.04298	12109.61018	11299.51567	11909.1723	10676.47046	11602.19191	11114.80357	10957.44668	12337.99909	11649.46887	12713.8893	11265.00679	10140.43366	11488.67458	11994.31923	9916.79465	11806.64246	12603.27479	10647.70699	12593.08521	11101.42915	11608.5511	12238.96954	11371.82707	11845.18011	10727.27339	11293.41338	10976.92792	11274.93154	12753.09893	12119.43271	12649.80195	12370.84431	11632.18287	12216.0431	12194.23812	10970.49617	12389.54296	12050.40472	12398.37967	11041.63393	12251.90205	12999.7051	12622.66713	13000.65414	12613.71669	11314.34186	11716.76574	13195.93204	12637.44093	13080.38272	12274.51538	12048.64216	11045.71458	12276.63084	11675.64468	11889.88782	13200.11942	12592.44742	11488.77523	12882.11204	12399.46414	13443.30326	12009.08721	13356.94966	12875.14523	11893.74891	11088.61935	12816.67427	12533.15044	11153.55608	12352.55518	11914.76949	12160.54545	11174.53845	12282.15464	13362.75588	12061.92406	12963.49157	12121.74573	10947.04279	12191.0513	12583.44647	13002.62942	13300.25825	12000.04879	11792.45397	11872.22402	12072.13145	11838.42653	12055.22245	13368.78433	12958.29381	11610.69307	12097.13282	11984.35386	13289.72018	11409.46794	12230.26583	12952.15299	11418.5207	11541.7445
2400	2700	7550.57534	8785.47725	10778.80765	8706.69458	10940.51253	9226.70021	11646.32727	12248.22037	9823.10989	7585.98852	10818.32298	9133.34105	10406.34788	8337.13653	10201.22652	11323.19167	8431.11641	7735.63636	9400.54805	11372.4228	8726.42111	11272.55951	9805.20931	11351.87642	12142.05426	9147.06232	10291.03831	10352.33396	11377.26994	9326.03077	10313.4541	8411.39379	10177.85531	8867.99207	9657.10855	8599.75269	10513.48238	11410.2251	11913.25479	11092.55926	10431.56537	12165.10009	11257.77469	10592.9967	11447.14433	9843.1977	10171.158	11140.38144	10915.70896	11635.53741	11204.9103	9887.79945	10203.3592	11770.8511	9732.95502	11213.64768	11646.12345	10666.37276	11609.56276	11026.29619	10497.52694	11825.40101	10999.97025	10877.68212	10278.70239	11619.75726	10728.68601	9791.21412	12259.30233	11542.49167	11801.94089	11104.33921	11756.50994	10989.78125	11357.49188	10149.98706	11209.45472	10104.9953	11094.35144	10514.89857	10296.70441	11394.81992	11278.22284	11888.67582	10783.43191	9584.37844	10573.39836	11480.2024	9746.00977	11020.34531	11746.96292	10121.69767	11824.32496	10481.42485	10889.60625	11942.03698	10852.34151	11070.13416	10076.04435	10749.47629	10344.18363	9667.4511	11431.17076	11439.27603	11601.23489	11406.86365	10748.84445	11866.62725	11693.75638	11454.02385	11622.78975	11452.363	11731.88249	10196.64333	11460.72309	12248.46759	11763.95636	12648.53777	11996.39075	10718.14191	11312.92917	12674.32028	12723.98492	12474.03742	11479.62924	11625.72281	10869.36341	11833.13339	10803.29392	12131.4245	12485.26081	12095.09023	11019.68526	12066.56894	11786.64523	11698.54831	12643.0571	12210.75754	12120.64573	11243.44918	10932.31147	12359.13667	11902.57483	10513.41565	11650.84168	11145.98486	11392.86007	10810.64513	11645.34652	12579.57033	11768.39286	12395.25119	11607.59437	10203.24279	11269.89553	12526.03894	12108.43365	12212.28614	11452.43104	11363.62941	10704.57525	11483.27098	11251.81397	11946.21532	12608.86913	12372.7653	11093.26936	11424.91563	11316.77052	11721.65705	11319.04583	11570.66301	12133.09885	11003.01335	11152.77278
2700	3000	7191.79883	8754.40885	10026.58617	8116.5634	9679.46623	8659.86409	11020.51101	11800.95826	8671.08061	6875.27197	9594.74905	8883.63932	10567.24649	7367.84608	8742.36574	10604.56167	7924.49384	7288.39655	8681.47614	10370.98997	7868.95994	10241.88033	8865.77597	10952.40011	11102.92988	8981.10355	8942.24407	9543.31675	10274.91689	8309.08421	8844.47754	7908.27189	9648.01671	8741.0069	8802.64996	7853.82564	10189.35782	10706.50437	11034.66641	10523.32858	10214.51522	11033.44843	10731.73602	9965.60656	10803.32301	9897.63297	9685.61887	10437.0677	10821.16707	11078.62518	10608.22764	9191.88135	9932.75306	11200.18356	8692.01435	10240.19846	11517.01757	9995.48275	11020.42679	10111.83505	10545.17028	11028.66135	10362.34909	10556.43995	9725.96757	10910.29048	10005.67417	9292.54498	11411.77746	11501.29455	10979.13774	10721.54204	10852.49423	11003.24039	10458.95292	10042.75747	10332.21517	9804.32273	10633.01184	9493.20514	9861.6833	11248.63239	10878.99354	11346.19601	10072.74454	9268.82353	10447.57105	10857.78134	9397.63425	10445.65757	11432.86277	9599.40854	10862.48678	9864.32855	10539.42921	11048.57316	10445.39712	10737.56225	9671.41647	10282.84408	9717.17291	9211.05335	11818.93583	11161.02061	11278.03507	11146.04072	10301.22065	11384.58901	11724.72633	10775.70844	11270.66574	10815.51354	10831.14877	10340.56767	11060.32803	11462.55377	11581.05603	11691.1749	11427.05666	10442.84626	10868.04951	11814.29416	11338.35257	11671.32901	11469.39335	11166.655	10473.68026	11217.72909	10823.79587	11250.47023	11845.5406	11702.10541	10789.42009	12010.41753	11350.93821	11408.2238	11703.97312	12112.6578	11514.46308	10981.20879	10109.36435	11946.41984	11242.35775	10541.4723	10811.69866	10901.16865	11233.42362	10173.00844	11135.17927	12127.84961	11370.79764	11937.92612	10974.61134	10001.52754	11454.18292	11562.86491	11660.44085	11705.11089	11177.69166	10600.35906	10822.20884	11097.83393	10925.65399	11338.65555	12106.35018	12034.81548	10868.33579	11158.17168	10941.79528	11468.05447	11300.59782	10720.47399	11399.579	10832.22546	10657.36907
3000	3300	6642.77864	7855.72891	9391.50636	7552.02802	9030.66898	8043.83374	10335.26278	10802.86913	7231.69353	6083.04398	9153.6675	8822.30551	9543.59844	6890.72465	7723.95785	9578.0733	7141.48353	6838.92948	8364.75973	9887.09387	7373.56498	9254.46222	8002.58912	10392.90398	10836.85072	8117.84949	9537.57134	9091.26211	9904.53991	8050.35581	8349.23828	7346.53653	9864.81291	8181.00169	8791.77772	7745.59889	9569.88801	10950.12148	10876.32384	10003.41963	9549.67622	9725.85739	10361.98894	9675.25145	10742.32628	8766.36916	9305.41156	10284.12754	10316.31281	11084.56657	9997.03219	9199.43909	9230.4451	10530.55408	8344.7442	10195.74855	10699.94977	9312.57472	10902.61346	9703.50882	9587.38363	10828.07786	9891.42415	10107.16822	9216.51128	10650.83589	9530.89364	9277.54242	11282.6436	11070.07181	10426.60418	10166.65733	10485.04731	10081.01802	10578.26985	9067.26645	10311.05374	9074.19348	9987.38569	9119.434	9812.02324	10412.02827	10129.81112	10826.2793	9914.39714	9376.43881	9720.31921	10249.42106	8735.86562	10378.80582	11016.54633	9100.67779	11072.24756	9477.17442	9994.83596	10432.80888	10091.7905	10048.66228	9041.71879	9820.95494	9459.73276	9279.69698	10955.78942	11071.97531	10570.97347	10969.04177	10449.11761	10525.22725	10665.53106	10520.94031	10856.67717	10343.24411	11013.84042	9448.10093	10677.14992	11278.23135	10985.66335	11659.45947	11004.08534	10444.74564	10437.81182	11322.72561	10512.71783	11459.20204	10771.90682	10506.17106	10242.16812	10730.26261	10034.89676	10758.14372	11403.5027	11236.58962	10142.88655	11377.19183	10833.19249	11042.45381	10970.64433	11691.71862	10869.71218	10588.84533	9646.20749	11302.6691	11023.79615	9483.88037	10752.90196	10082.56051	10599.31542	9793.28776	11000.53914	11559.31569	10656.45477	11339.87956	10758.61273	9477.35931	10583.48144	11245.28025	10815.43643	11576.37513	10714.86382	10302.36277	10464.30657	10681.15735	10575.8238	10681.52613	11665.53284	11230.65987	10445.76551	10535.68641	10288.64108	11384.24624	10732.83597	11391.2648	10925.13396	10381.29146	10258.59378
3300	3600	6481.53691	8037.74729	8695.53105	7024.19732	8098.85888	7367.62105	9050.43339	10200.6127	7347.52302	6018.38072	8603.65804	8488.31652	8777.48177	6384.50385	7512.56181	8733.58255	7271.02697	6841.63138	7798.5726	9231.7857	6927.39975	8837.62508	8157.74487	9398.071	9034.11223	8184.25257	7729.29659	7962.07351	8700.20594	7332.57183	9505.94922	5936.94834	8838.74074	8382.61883	8930.21729	7830.80427	9610.81977	10263.27898	10245.70047	9501.59657	8971.89709	10014.8002	10047.19377	9218.40981	10036.66375	9030.10218	9058.40665	9792.55661	10158.35678	10013.0826	9701.39335	8335.94249	8939.11774	10370.11692	8302.89658	9968.92211	10314.66081	9082.2766	10221.79582	9403.61685	9295.43009	9942.45777	9685.47515	9392.67974	8734.90023	10304.24913	9124.75932	8926.49357	10070.96729	11013.31166	10134.52643	9754.04791	9642.11337	9337.75599	10061.73207	8792.57606	9677.76955	8801.19269	9649.49537	8604.36625	9355.37685	10137.44907	9802.90107	10691.82482	9339.80335	8728.58983	9194.63307	9816.40933	8515.8239	9719.16368	10684.45341	8565.29484	10246.03034	8982.15836	9553.83065	10424.35354	9507.90258	9630.34535	8648.62863	9305.90904	8666.57454	8518.81579	9730.83427	9961.9356	10081.15636	10288.61664	9984.7831	10461.29269	10271.46481	10383.9684	10488.4851	9938.2988	10152.11131	9611.05264	10229.97458	11068.10939	10615.46755	10655.9742	10560.82796	9417.49826	9878.56589	11226.93466	10829.6727	10931.14335	10555.10176	9882.46079	9938.01889	10492.50303	9698.78632	10111.2881	10949.17037	10661.33575	9520.55806	10533.23812	10201.72867	10714.11727	10284.99451	11295.13302	10179.43348	10004.99072	9226.52082	10735.66518	10393.64275	8909.28152	10287.337	9781.56875	10119.23179	9201.67321	10463.59069	10831.88329	10118.27315	10955.41695	10315.97389	9284.70615	10241.05875	10759.52253	10731.96553	10445.15354	10305.98731	9617.30411	9935.27521	10010.47821	9988.79684	10836.41074	11052.95326	10937.27084	9671.2369	10106.24135	9648.42328	10489.98692	10361.14551	10367.64934	10178.41766	9695.96819	9850.03959
